advertiser_id,platform,location_at,latitude,longitude,altitude,horizontal_accuracy,vertical_accuracy,speed,publisher_id,model,day
18,0,1582193794,40.7626985,-73.949249,-11,15.9,0,0,4,10,13
45,0,1581569224,40.7972947,-73.9486843,56.5,15.2,0,0,4,9,6
7,1,1581976582,40.719462,-74.00867,6.8,30,0,6.400000095,1,16,10
43,1,1581304391,40.74450264,-73.98017025,16.71175003,65,0,-1,4,16,3
0,1,1581178910,40.717088,-73.997584,13.2,65,0,-1,4,18,1
12,1,1581245370,40.710106,-73.995468,5,47.5,0,-1,4,15,2
37,0,1582201118,40.7488733,-73.9886945,-21.19999886,22,0,3.2345397,4,8,13
46,0,1581521956,40.7898039,-73.9464319,-29,15.8,0,1.387049,4,1,5
8,0,1581850970,40.7705546,-73.9545703,0,15.4,-1,0,0,5,9
3,1,1581429210,40.718015,-73.997531,11.1,10,0,7.380000114,4,17,4
4,0,1581170268,40.7669627,-73.9839972,0,25.4,-1,0,5,4,1
28,0,1581317757,40.7122557,-73.9873559,-5.599999905,17,-1,0,0,6,3
7,1,1581794841,40.785868,-73.950689,20.1,5,0,11.60999966,1,16,8
12,1,1581984288,40.710051,-73.995551,5.2,65,0,-1,4,15,11
30,1,1582320249,40.836731,-73.944857,39.8,65,0,-1,4,24,14
47,1,1582176407,40.767955,-73.992107,45.2,98.9,0,0.036926437,4,24,13
23,1,1581297246,40.779776,-73.976497,26.1,200,0,2.01E-05,4,16,3
44,1,1581365939,40.728486,-73.981593,8.8,65,0,-1,4,24,3
31,0,1581754380,40.8236397,-73.9383712,-26.89999962,24,0,0.057582106,4,11,8
29,0,1581674491,40.7295959,-73.9768691,-10.59999943,16.4,2,0,3,2,7
23,1,1581259672,40.771981,-73.979153,20.8,10,0,1.019999981,4,16,2
21,1,1581439694,40.746912,-73.980649,21.3,65,0,-1,2,20,4
25,1,1581860947,40.786124,-73.981115,16.7,20,0,-1,4,16,9
28,0,1582253684,40.7257323,-73.9835553,-30.60000038,15.2,-1,0,0,6,14
4,0,1581957119,40.7667418,-73.9840432,78.19999695,16,2,0,5,4,10
1,1,1582300176,40.767251,-73.964273,26.9,65,0,-1,4,22,14
4,0,1582111925,40.7668587,-73.9840607,0,22.1,-1,0,5,4,12
36,1,1581657685,40.709909,-73.997563,6,65,0,-1,4,21,7
37,0,1581511323,40.7725026,-73.9669537,-13.79999924,37.4,0,3.1872373,4,8,5
9,1,1582043539,40.761334,-73.971713,21.3,33.9,0,-1,4,20,11
21,1,1581883206,40.747342,-73.985953,21.2,65,0,-1,2,20,9
45,0,1581279774,40.7972997,-73.9486712,55.89999771,15.4,0,0,4,9,2
17,1,1581241973,40.740229,-73.994752,11.6,14.2,0,4.043611298,4,21,2
31,0,1581506427,40.8238791,-73.9382549,-26.89999962,15.7,0,0,4,11,5
37,0,1582020207,40.7555415,-73.9730251,-19.10000038,36.9,0,10.487776,4,8,11
38,0,1581216569,40.7634966,-73.9704804,-8.199999809,17.9,-1,0,6,0,2
36,1,1581645400,40.709948,-73.997591,6.3,65,0,-1,4,21,7
26,1,1582246731,40.810461,-73.959018,36,170.3,0,-1,4,17,14
39,1,1581222278,40.808671,-73.961505,45.7,65,0,-1,4,20,2
23,1,1582115345,40.761551,-73.983932,20.9,200,0,1.48E-05,4,16,12
46,0,1581522515,40.7738836,-73.9597469,-22.60000038,16.5,0,0,4,1,5
46,0,1582302597,40.774026,-73.9658206,0,26.2,0,0.68302673,4,1,14
29,0,1581756009,40.7295984,-73.9768794,0,15.3,-1,0,3,2,8
7,1,1581534381,40.722226,-73.974362,1.2,10,0,19.43000031,1,16,5
0,1,1581222615,40.715916,-73.993259,14,65,0,-1,4,18,2
46,0,1582010917,40.7879913,-73.9452254,0,38,0,0,4,1,11
36,1,1581346639,40.709919,-73.99751,6.3,65,0,-1,4,21,3
35,1,1582107943,40.752787,-74.003157,7.5,65,0,-1,4,21,12
3,1,1581991947,40.720084,-73.991959,5.9,10,0,7.739999771,4,17,11
35,1,1581486115,40.752402,-74.003153,10.4,65,0,-1,4,21,5
15,1,1581515866,40.835768,-73.943772,42.1,10,0,5.820000172,4,26,5
10,1,1582221223,40.743452,-73.98642,11.2,165,0,-1,4,13,13
36,1,1581494819,40.709955,-73.997646,6.5,65,0,-1,4,21,5
14,1,1581643056,40.742912,-73.980239,16.9,65,0,-1,4,22,7
29,0,1581709577,40.7602654,-73.9880125,-20.29999924,26.1,2,0,7,2,7
23,1,1582033643,40.760744,-73.983475,20.2,65,0,-1,4,16,11
24,1,1582265032,40.829163,-73.946165,38,20,0,-1,4,23,14
27,0,1581759315,40.8040807,-73.9681431,0,16.2,-1,0,7,8,8
34,0,1581919444,40.7809671,-73.9453183,0,16.1,0,0,4,3,10
37,0,1581173977,40.7406596,-73.9913912,-21.19999886,31.9,0,8.29856,4,8,1
2,1,1581377498,40.816098,-73.939277,10.6,65,0,-1,4,14,3
26,1,1581594144,40.810498,-73.959224,29.1,20,0,-1,4,17,6
28,0,1582308276,40.7123033,-73.9873613,-5.700000286,17,-1,0,0,6,14
34,0,1582122381,40.7660843,-73.9807902,-10.39999962,15.8,0,0.5528316,4,3,12
23,1,1581827437,40.779396,-73.976574,28.5,25,0,0,4,16,9
24,1,1582319102,40.82922,-73.946121,36.5,65,0,-1,4,23,14
25,1,1582312076,40.786036,-73.981074,16.5,20,0,-1,4,16,14
18,0,1582292453,40.7560893,-73.9905422,5.416015625,11.6,0,4.0612574,4,10,14
25,1,1581534176,40.777992,-73.980168,27.4,65,0,-1,4,16,5
49,1,1582233958,40.737386,-73.993612,13.5,65,0,-1,4,25,13
29,0,1581401132,40.729485,-73.9768266,0,16.2,-1,0,3,2,4
35,1,1581973189,40.752825,-74.00309,7.4,65,0,-1,4,21,10
19,1,1581974979,40.714735,-73.997866,11,65,0,-1,4,22,10
45,0,1581783451,40.7973023,-73.9486887,56.39999771,15.5,0,0,4,9,8
12,1,1581735898,40.709902,-73.9957,5.1,65,0,-1,4,15,8
35,1,1582170862,40.752888,-74.003128,7.3,65,0,-1,4,21,13
45,0,1581512977,40.7986363,-73.9523816,-31.39999962,16,0,0,4,9,5
46,0,1581126971,40.7878795,-73.9453244,-25.10000038,36.6,0,0,4,1,1
19,1,1582329197,40.714735,-73.997866,11,65,0,-1,4,22,14
25,1,1581901010,40.763146,-73.974381,19,10,0,9.460000038,4,16,10
37,0,1581156896,40.7347312,-73.9986793,-28.79999924,4.5,0,11.358705,4,8,1
21,1,1581842031,40.75473,-73.986713,21.1,65,0,-1,2,20,9
49,1,1581525646,40.73375,-73.985616,12,65,0,-1,4,25,5
25,1,1581362078,40.751196,-73.976783,19.3,65,0,-1,4,16,3
19,1,1582327973,40.714735,-73.997866,11,65,0,-1,4,22,14
3,1,1581186115,40.721161,-73.97567,5.8,26.8,0,-1,4,17,1
15,1,1582233545,40.832883,-73.945487,24.8,65,0,-1,4,26,13
8,0,1582249354,40.7705417,-73.9545333,-22.69999886,16.2,-1,0.010025017,0,5,14
42,0,1582135748,40.7290531,-74.0013897,-26.69999886,15.8,-1,0,0,7,12
43,1,1581790843,40.75624035,-73.99425947,12.82430649,10,0,6.840000153,4,16,8
18,0,1581547069,40.7626519,-73.949279,-11.29999924,15.9,0,0,4,10,5
37,0,1581766407,40.7565008,-73.9536495,4.499847412,12.4,0,16.506916,4,8,8
2,1,1581463112,40.795698,-73.944349,11.3,65,0,-1,4,14,4
29,0,1582224724,40.7601415,-73.9879846,-20.19999886,16.7,2,0,3,2,13
47,1,1581198727,40.768774,-73.991086,8.6,65,0,-1,4,24,1
27,0,1581669374,40.8041173,-73.9681797,-3.700000286,22.9,32.600002,0,7,8,7
37,0,1581683987,40.7727002,-73.9648507,-0.921325684,15.2,0,10.066055,4,8,7
13,1,1581640850,40.767625,-73.963331,28.1,65,0,-1,4,23,7
29,0,1581667750,40.729595,-73.9768926,0,14.8,-1,0,3,2,7
34,0,1581840993,40.7809739,-73.9453323,0,16,0,0,4,3,9
20,1,1581869468,40.750304,-73.987497,18.1,65,0,-1,4,12,9
17,1,1581269515,40.777544,-73.948894,15.8,24.5,0,-1,4,21,2
21,1,1581568746,40.747342,-73.985953,21.8,65,0,-1,2,20,6
28,0,1582057979,40.7121757,-73.9872958,-5.5,15.7,-1,0,0,6,11
14,1,1581827478,40.734676,-73.983254,7.8,14.2,0,7.964630468,4,22,9
44,1,1582208468,40.72854,-73.98182,8.2,65,0,-1,4,24,13
46,0,1582154068,40.7781443,-73.9627724,-8.5,15.8,0,0,4,1,12
12,1,1581551696,40.710204,-73.99576,5.3,65,0,-1,4,15,5
10,1,1581534941,40.74345,-73.986391,12.5,65,0,-1,4,13,5
42,0,1582080388,40.7360549,-73.9978782,0,1200,-1,0,0,7,12
31,0,1582201425,40.8240298,-73.9381996,-20.10000038,15.1,0,0,4,11,13
30,1,1581354006,40.834748,-73.945489,30.5,14.3,0,2.809026271,4,24,3
37,0,1581156760,40.7284158,-74.0026397,-27.19999886,12.2,0,0.011400401,4,8,1
44,1,1582039542,40.72854,-73.981905,6.4,14.6,0,0,4,24,11
29,0,1581768847,40.7598943,-73.9879229,-20.60000038,24.4,42.199997,0,3,2,8
22,1,1581355638,40.842581,-73.944023,28.4,21.6,0,-1,4,25,3
36,1,1581992726,40.709921,-73.997573,6.1,65,0,-1,4,21,11
36,1,1582058513,40.710108,-73.997546,6.6,32.9,0,-1,4,21,11
44,1,1582039500,40.728544,-73.981775,8.2,65,0,-1,4,24,11
9,1,1582020715,40.766608,-73.980401,29.7,65,0,-1,4,20,11
37,0,1581179229,40.7659985,-73.9656238,-16.69999886,11,0,0.11009102,4,8,1
14,1,1582115165,40.742776,-73.982724,14.9,65,0,-1,4,22,12
2,1,1581761452,40.81645,-73.938418,8.6,65,0,-1,4,14,8
1,1,1581897688,40.807813,-73.959453,43.4,20,0,-1,4,22,10
41,1,1582265602,40.76493035,-73.99233402,16.5654335,78,0,-1,4,19,14
27,0,1582275617,40.8040918,-73.9682597,-3.5,16.5,2,0,7,8,14
3,1,1581838067,40.721173,-73.975488,6.3,65,0,-1,4,17,9
24,1,1581691997,40.82921,-73.946089,38.9,65,0,-1,4,23,7
34,0,1581878803,40.7809822,-73.945335,0,16.2,0,0,4,3,9
49,1,1582030304,40.765599,-73.97817,25.8,65,0,-1,4,25,11
9,1,1582186663,40.766735,-73.980376,29.4,65,0,-1,4,20,13
37,0,1581941045,40.7608516,-73.9634435,-2.052886963,13.5,0,1.7830764,4,8,10
31,0,1581601689,40.8207799,-73.9372937,-29.39999962,16.2,0,0,4,11,6
8,0,1581275464,40.7705575,-73.9545478,0,15.4,-1,0,0,5,2
10,1,1581345419,40.743441,-73.986374,13.4,65,0,-1,4,13,3
43,1,1581625418,40.75557054,-73.97667174,36.87025077,20,0,-1,4,16,6
13,1,1582311940,40.767842,-73.963775,28.3,65,0,-1,4,23,14
29,0,1582166500,40.7294524,-73.976854,-15.69999886,22.5,2,0,7,2,13
17,1,1581664141,40.742288,-74.004222,7.1,14.3,0,0.766335784,4,21,7
1,1,1582316307,40.775085,-73.977058,28.1,65,0,-1,4,22,14
34,0,1581634724,40.7809769,-73.9453243,0,16,0,0.07084165,4,3,6
7,1,1581134002,40.718774,-74.010271,7.4,65,0,-1,1,16,1
23,1,1581827486,40.779568,-73.976542,26.8,33,0,0,4,16,9
39,1,1582277321,40.804284,-73.966719,37,65,0,-1,4,20,14
31,0,1581741358,40.824031,-73.9381995,-19.79999924,15.1,0,0,4,11,8
24,1,1582305602,40.829224,-73.946121,32.8,65,0,-1,4,23,14
43,1,1582076301,40.75556095,-73.97666514,35.82455826,65,0,-1,4,16,12
29,0,1581343009,40.7346167,-73.990095,-33,44.7,2,0,3,2,3
49,1,1581520915,40.734235,-73.985363,11.3,65,0,-1,4,25,5
24,1,1581834230,40.828797,-73.946742,34.3,65,0,-1,4,23,9
3,1,1581496941,40.721104,-73.975456,6.5,35.5,0,-1,4,17,5
48,1,1581420280,40.76914,-73.951614,11.9,65,0,-1,4,23,4
2,1,1581602212,40.779555,-73.955492,25.9,65,0,-1,4,14,6
23,1,1581704864,40.740401,-74.005342,7.1,30,0,0.360000014,4,16,7
26,1,1581554764,40.799568,-73.968118,29,20,0,-1,4,17,6
22,1,1582206584,40.822426,-73.948643,36.7,65,0,-1,4,25,13
26,1,1582086849,40.810388,-73.959268,29.1,65,0,-1,4,17,12
2,1,1581634282,40.708438,-74.014992,6.6,65,0,-1,4,14,6
17,1,1581488407,40.767932,-73.956312,14.4,14.3,0,0,4,21,5
9,1,1581165983,40.774096,-73.967019,18.4,52.5,0,-1,4,20,1
17,1,1581336286,40.777485,-73.94892,16.2,65,0,-1,4,21,3
14,1,1581121800,40.741488,-73.988992,14,29.1,0,6.092376799,4,22,1
40,1,1581210385,40.740138,-73.973022,2.5,10,0,9.260000229,4,13,2
28,0,1581368561,40.7113477,-73.9928642,0,513,-1,0,0,6,3
1,1,1581599426,40.807783,-73.959409,43.6,65,0,-1,4,22,6
16,1,1581519927,40.782909,-73.94407,9.6,10,0,3.5,4,15,5
7,1,1581442054,40.708105,-74.00172,5.7,10,0,3.75,1,16,4
32,1,1581961416,40.706689,-74.016692,5.3,65,0,-1,4,23,10
37,0,1581537275,40.771628,-73.9904209,1.700000048,12.8,0,0.02244191,4,8,5
31,0,1581355743,40.8409995,-73.9409306,39.89999771,64.1,0,0,4,11,3
29,0,1581604369,40.7296074,-73.9769219,-18.29999924,20.1,2,0,3,2,6
35,1,1581343360,40.739226,-73.994152,11.4,14.3,0,1.15875704,4,21,3
30,1,1582218569,40.872818,-73.91217,5.1,28.4,0,9.379946994,4,24,13
27,0,1581589053,40.7158082,-74.0090335,-35.10000229,16.6,2.2000008,0,7,8,6
21,1,1582060106,40.746659,-73.980578,18.8,65,0,-1,2,20,11
9,1,1581886775,40.766448,-73.980319,29.4,65,0,-1,4,20,9
9,1,1581562449,40.766678,-73.980467,28.3,65,0,-1,4,20,6
27,0,1581570881,40.8040894,-73.968206,0,20.4,-1,0,7,8,6
31,0,1581476404,40.8240245,-73.9382082,-20.29999924,15.1,0,0,4,11,5
8,0,1581795464,40.770529,-73.9545742,0,15.3,-1,0,0,5,8
22,1,1582017159,40.822659,-73.9485,28.3,65,0,-1,4,25,11
12,1,1581631035,40.709955,-73.995647,5,65,0,-1,4,15,6
42,0,1582069097,40.7323959,-74.0007827,-29.10000038,15.7,-1,0,0,7,11
37,0,1581945807,40.755448,-73.9915506,-22.69999886,33.5,0,2.0273721,4,8,10
42,0,1581128894,40.7323685,-74.0007663,-29.10000038,15.7,-1,0,0,7,1
46,0,1581470924,40.7764894,-73.9604569,-8.799999237,16.5,0,0,4,1,5
37,0,1582280763,40.7500215,-73.9789018,-13.79999924,13.5,0,6.8628154,4,8,14
12,1,1582071667,40.710059,-73.995648,4.9,65,0,-1,4,15,12
15,1,1582130883,40.869768,-73.930254,24.8,5,0,24.81999969,4,26,12
46,0,1581273786,40.7753937,-73.9638505,0,16.1,0,0,4,1,2
11,0,1581830838,40.8367577,-73.9436606,0,15.7,0,0,4,27,9
47,1,1582260372,40.769691,-73.99171,4.3,178,0,-1,4,24,14
34,0,1582052153,40.7660823,-73.9808128,-8.599999428,16,0,0,4,3,11
1,1,1581218942,40.807748,-73.959405,43.7,20,0,-1,4,22,2
14,1,1581927204,40.742889,-73.980191,16.7,30.8,0,-1,4,22,10
15,1,1582140306,40.853247,-73.934232,35.7,10,0,4.5,4,26,12
17,1,1581471273,40.759422,-73.984557,20.5,65,0,-1,4,21,5
23,1,1582280292,40.775033,-73.959032,18.4,10,0,0.5,4,16,14
29,0,1581713180,40.7601774,-73.9880016,-20.29999924,17.4,2,0,3,2,7
23,1,1581216509,40.77953,-73.976446,27.6,65,0,-1,4,16,2
47,1,1582321376,40.760308,-73.961975,23.6,14.4,0,3.571427542,4,24,14
28,0,1582246797,40.7123241,-73.9873961,-5.700000286,17.7,-1,0,0,6,14
42,0,1581968237,40.7290403,-74.0013883,-26.39999962,23.3,-1,0,0,7,10
3,1,1581342757,40.722879,-73.988125,10.2,10,0,0.649999976,4,17,3
14,1,1581602001,40.747532,-73.974539,14.4,65,0,-1,4,22,6
17,1,1581977798,40.779112,-73.954862,26.5,65,0,-1,4,21,10
45,0,1581494233,40.7972933,-73.9486842,56.39999771,15.8,0,0,4,9,5
36,1,1581121979,40.710961,-74.000664,3.9,120,0,-1,4,21,1
42,0,1581955865,40.7290403,-74.0013883,-26.39999962,37.3,-1,0,0,7,10
40,1,1581293846,40.709093,-73.996643,3.7,10,0,3.75,4,13,3
29,0,1581867663,40.7602237,-73.988187,-20.29999924,15.7,2,0,3,2,9
22,1,1582245887,40.82238,-73.948587,36.4,65,0,-1,4,25,14
41,1,1581328700,40.765677,-73.99203023,9.016777992,65,0,-1,4,19,3
18,0,1581798639,40.7622172,-73.9496423,0,16.6,0,0,4,10,8
0,1,1581711953,40.715878,-74.007203,10.1,20,0,-1,4,18,7
36,1,1581967732,40.718328,-73.994542,12.7,65,0,-1,4,21,10
37,0,1581847555,40.7550253,-73.973321,-19.5,16.1,0,0.20586699,4,8,9
23,1,1581681993,40.760661,-73.983495,20.2,65,0,-1,4,16,7
0,1,1581340177,40.715948,-73.993232,14.3,21.3,0,-1,4,18,3
44,1,1581189091,40.732262,-73.984863,9.6,17,0,0.018529443,4,24,1
14,1,1581719645,40.742926,-73.980272,16.9,65,0,-1,4,22,7
42,0,1582210843,40.7290761,-74.0013895,-26.69999886,17.2,-1,0,0,7,13
35,1,1581871353,40.752844,-74.003135,7.3,65,0,-1,4,21,9
23,1,1581508510,40.755942,-73.973158,17.4,30,0,0.189999998,4,16,5
44,1,1581424216,40.720822,-73.986019,10.1,65,0,-1,4,24,4
9,1,1581858481,40.766288,-73.97974,29.4,65,0,-1,4,20,9
0,1,1581752023,40.715933,-73.993218,14.1,65,0,-1,4,18,8
37,0,1582287731,40.755782,-73.9789705,-15.39999962,31.6,0,3.6847885,4,8,14
29,0,1581894247,40.7296149,-73.9769307,-18.29999924,15.3,2,0,3,2,9
4,0,1582208310,40.7667894,-73.9840947,0,28.7,-1,0,5,4,13
33,1,1581595879,40.7869,-73.94345,6.8,65,0,-1,4,14,6
35,1,1582264169,40.752835,-74.003029,7.3,65,0,-1,4,21,14
37,0,1582199646,40.762407,-73.9675543,-19.79999924,28.3,0,1.6970167,4,8,13
36,1,1581308504,40.709976,-73.997547,6.3,65,0,-1,4,21,3
4,0,1581316996,40.7669784,-73.9840067,77.5,25.4,5.0999985,0,5,4,3
15,1,1582159632,40.836386,-73.943981,42.1,20,0,-1,4,26,13
44,1,1581602187,40.719868,-73.985713,9.3,65,0,-1,4,24,6
29,0,1581361048,40.7603115,-73.9878755,-19.39999962,24,2,0,3,2,3
12,1,1581171570,40.710213,-73.995693,6.1,65,0,-1,4,15,1
37,0,1582119475,40.7452272,-73.9804103,-21.39999962,20.9,0,0.3612903,4,8,12
29,0,1582307224,40.7602368,-73.9879476,-20.19999886,28.5,2,0,3,2,14
4,0,1581673417,40.7668777,-73.9840709,0,23.4,-1,0,5,4,7
41,1,1581574534,40.76565529,-73.99196932,10.38372027,20,0,-1,4,19,6
23,1,1581867453,40.851301,-73.942769,34,10,0,21.95999908,4,16,9
0,1,1582148889,40.716283,-74.004674,-1,14.2,0,-1,4,18,12
22,1,1581546004,40.854334,-73.933701,43.8,65,0,-1,4,25,5
37,0,1582281309,40.7541803,-73.9850582,-14.29999924,35.1,0,0.08579743,4,8,14
18,0,1581832727,40.7626755,-73.949285,-11.29999924,15.8,0,0.012710443,4,10,9
30,1,1581501847,40.836618,-73.944561,33.7,65,0,-1,4,24,5
22,1,1581820583,40.822556,-73.948486,28.5,65,0,-1,4,25,9
30,1,1581379103,40.75918,-73.979617,31.6,65,0,-1,4,24,3
13,1,1582052391,40.738982,-74.009911,2.5,24.7,0,4.691918831,4,23,11
25,1,1582299063,40.78643,-73.978087,24.3,10,0,8.460000038,4,16,14
35,1,1581498255,40.752896,-74.003065,15.9,65,0,-1,4,21,5
40,1,1582028894,40.710342,-74.002081,10,10,0,13.90999985,4,13,11
38,0,1582077022,40.7634672,-73.9706077,0,23.8,-1,0,6,0,12
15,1,1581931513,40.836445,-73.943779,42.2,20,0,-1,4,26,10
49,1,1581434235,40.733268,-73.986007,11.5,65,0,-1,4,25,4
47,1,1582093185,40.769852,-73.991196,-4,1000,0,-1,4,24,12
2,1,1582093796,40.770897,-73.986825,29.6,65,0,-1,4,14,12
35,1,1581998322,40.752505,-74.003348,7.4,65,0,-1,4,21,11
12,1,1581178536,40.710027,-73.995432,5,51.2,0,-1,4,15,1
42,0,1581455176,40.732286,-74.0007441,-29.19999886,16.3,-1,0.008267459,0,7,4
23,1,1581508351,40.765767,-73.96561,21,10,0,10.64999962,4,16,5
33,1,1582102875,40.786858,-73.94345,7.3,65,0,-1,4,14,12
21,1,1582165276,40.747218,-73.986767,20.8,65,0,-1,2,20,13
4,0,1582016825,40.7668525,-73.9840776,0,23.7,-1,0,5,4,11
25,1,1581524123,40.780963,-73.961047,32.4,25,0,7.059999943,4,16,5
4,0,1582277895,40.7667756,-73.9841021,0,29.6,-1,0,5,4,14
12,1,1581810890,40.70998,-73.995561,4.9,65,0,-1,4,15,8
38,0,1582159242,40.7632372,-73.9703908,0,36.2,-1,0,6,0,13
21,1,1581709482,40.746841,-73.979738,590.6,65,0,-1,2,20,7
27,0,1581474152,40.8039776,-73.9681348,0,30.3,-1,0,7,8,5
14,1,1581541004,40.748077,-73.97558,14.9,65,0,-1,4,22,5
36,1,1581862056,40.710309,-73.997505,5.5,65,0,-1,4,21,9
0,1,1581834934,40.715885,-73.993278,14.1,65,0,-1,4,18,9
24,1,1582159094,40.829192,-73.946177,35.1,65,0,-1,4,23,13
26,1,1581469848,40.810637,-73.958708,28.6,176,0,-1,4,17,5
42,0,1581900028,40.7323827,-74.0007809,-29.10000038,15.9,-1,0,0,7,10
5,1,1581346623,40.762122,-73.966112,9.2,855,0,-1,4,14,3
17,1,1581566521,40.7594,-73.984526,20.9,65,0,-1,4,21,6
15,1,1581254371,40.836464,-73.943989,39,65,0,-1,4,26,2
28,0,1581286562,40.7120843,-73.9872947,-5.700000286,27.6,-1,0,0,6,2
4,0,1581909622,40.7668542,-73.9840952,85.40000153,23.3,2,0,5,4,10
17,1,1581125112,40.777569,-73.948797,16,65,0,-1,4,21,1
3,1,1582052545,40.716658,-73.996889,16.6,25,0,0.870000005,4,17,11
36,1,1581705702,40.714538,-73.998028,10.1,65,0,-1,4,21,7
18,0,1581805604,40.7626814,-73.9492727,-11.29999924,15.7,0,0,4,10,8
32,1,1581880063,40.725718,-74.006232,13.1,14.1,0,8.28158047,4,23,9
46,0,1581984609,40.7737099,-73.9599895,-20.79999924,15.5,0,0.000255231,4,1,11
10,1,1581308718,40.758137,-73.987506,18.8,38.5,0,-1,4,13,3
25,1,1582253109,40.786032,-73.981042,16.9,65,0,-1,4,16,14
48,1,1581386628,40.769136,-73.951566,11.8,65,0,-1,4,23,4
32,1,1581426060,40.709953,-73.990906,5.1,14.2,0,12.54598648,4,23,4
27,0,1582098030,40.8041056,-73.968213,-4,16.8,2.2999997,0,7,8,12
36,1,1581251745,40.710113,-73.997571,5.9,65,0,-1,4,21,2
28,0,1581851808,40.712203,-73.9873032,-5.5,16,-1,0,0,6,9
7,1,1581170546,40.78638,-73.940392,5.5,65,0,-1,1,16,1
43,1,1581781035,40.76314351,-73.99006804,19.49049568,65,0,-1,4,16,8
21,1,1581971925,40.747111,-73.986551,19.9,65,0,-1,2,20,10
18,0,1581744844,40.7627068,-73.9492573,-11.29999924,15.5,0,0,4,10,8
12,1,1581280026,40.710079,-73.99549,5,48.7,0,-1,4,15,2
45,0,1582112754,40.7972936,-73.9486802,56.5,15.9,0,0,4,9,12
23,1,1581508782,40.760021,-73.984026,19.4,30,0,6.559999943,4,16,5
16,1,1582125130,40.710941,-74.003845,8.9,10,0,3.849999905,4,15,12
16,1,1581692100,40.77656,-73.942633,6.7,10,0,21.26000023,4,15,7
18,0,1581565738,40.7626591,-73.9490426,-10.09999943,8.9,0,0.20634916,4,10,6
26,1,1581890711,40.809608,-73.962907,41.9,25,0,1.610000014,4,17,9
31,0,1581344940,40.8410029,-73.9409537,39.69999695,15.9,0,0,4,11,3
20,1,1581827616,40.725356,-73.996446,14.7,65,0,-1,4,12,9
47,1,1582018612,40.769697,-73.991716,3.7,177,0,-1,4,24,11
24,1,1581165402,40.829188,-73.94611,35.4,37.2,0,0,4,23,1
42,0,1581443385,40.7290227,-74.0014129,-24.10000038,16.8,-1,0,0,7,4
34,0,1582135097,40.7660166,-73.9808514,-8.599999428,16.2,0,0,4,3,12
30,1,1581660130,40.765159,-73.994879,4.7,14.2,0,0,4,24,7
34,0,1582002648,40.7809817,-73.9453171,0,16,0,0,4,3,11
35,1,1582253472,40.753018,-74.00298,7.8,65,0,-1,4,21,14
29,0,1581224490,40.7543719,-73.9868287,-27,30.7,2,0.010196324,3,2,2
32,1,1582121954,40.75762,-73.974374,24.3,65,0,-1,4,23,12
15,1,1582238530,40.836442,-73.943958,41.8,65,0,-1,4,26,13
33,1,1582208945,40.759935,-73.97088,19.5,65,0,-1,4,14,13
46,0,1582149828,40.7756463,-73.9584118,0,30.2,0,0,4,1,12
3,1,1581946948,40.717186,-73.99515,10.9,10,0,3.789999962,4,17,10
26,1,1581933232,40.810449,-73.959246,28.8,20,0,-1,4,17,10
25,1,1581338444,40.783889,-73.974023,32.9,10,0,4.159999847,4,16,3
29,0,1582173206,40.7294697,-73.9768844,-15.69999886,15.5,2,0.01414589,7,2,13
49,1,1581728639,40.765623,-73.978269,26.1,65,0,-1,4,25,8
9,1,1582077301,40.76633,-73.980176,30,65,0,-1,4,20,12
45,0,1581967858,40.7973024,-73.9486883,56.39999771,14.9,0,0,4,9,10
34,0,1581636599,40.7809727,-73.9453529,0,16.1,0,0,4,3,6
10,1,1581270472,40.743468,-73.986322,15.4,65,0,-1,4,13,2
47,1,1581868374,40.769697,-73.991716,6.2,177,0,-1,4,24,9
21,1,1581894690,40.729173,-74.002409,9.9,65,0,-1,2,20,9
34,0,1581783943,40.7809757,-73.9453498,0,16.1,0,0,4,3,8
44,1,1581935064,40.728745,-73.981788,5.5,39.1,0,0,4,24,10
18,0,1581472492,40.7591399,-73.9647982,19.2286377,7.7,0,0.6237366,4,10,5
13,1,1581904015,40.802774,-73.965204,34.9,65,0,-1,4,23,10
39,1,1582321370,40.807063,-73.960285,44.9,65,0,-1,4,20,14
49,1,1581512632,40.735259,-73.990409,14.7,65,0,-1,4,25,5
31,0,1581198065,40.8208124,-73.9361009,-30.79999924,3.2,0,2.029573,4,11,1
46,0,1581974499,40.7769089,-73.9634829,0,16,0,0,4,1,10
43,1,1581185105,40.75593171,-73.97459943,19.85711288,30,0,0,4,16,1
37,0,1581856781,40.7548247,-73.9736445,-16.69999886,23.2,0,0.34556586,4,8,9
26,1,1582136470,40.810425,-73.959314,29,65,0,-1,4,17,12
22,1,1582309409,40.842496,-73.943971,29.4,65,0,-1,4,25,14
31,0,1581420307,40.8238925,-73.9382396,-23.29999924,15.8,0,0,4,11,4
45,0,1582090163,40.7972832,-73.9486802,56.5,15.7,0,0,4,9,12
28,0,1581338320,40.7121863,-73.987312,-5.599999905,29.4,-1,0,0,6,3
48,1,1581494947,40.769052,-73.951558,11.8,65,0,-1,4,23,5
27,0,1582043928,40.8039502,-73.9681786,-4,27.1,2,0,7,8,11
19,1,1582121436,40.714772,-73.99451,11.3,14.3,0,0.863612665,4,22,12
29,0,1582044667,40.7602665,-73.9881897,0,15.9,-1,0,3,2,11
9,1,1582189036,40.766656,-73.980325,30.1,23.8,0,-1,4,20,13
